image,dataset,winner_codec,winner_param,winner_bpp,winner_psnr,winner_lpips,winner_enc_ms,jpeg_lpips,hevc_lpips,balle_lpips,cheng_lpips,note
/home/user/tesi/datasets/clic2020/train/daniel-genser-70.png,clic_train,Balle2018,6,0.4387,38.2178,0.1706,31.6,0.0352,0.1741,0.1706,0.1313,
/home/user/tesi/datasets/clic2020/train/daniel-robert-159.png,clic_train,Balle2018,6,0.4495,37.2284,0.2452,116.2,0.0211,0.2655,0.2452,0.255,
/home/user/tesi/datasets/clic2020/train/daniela-cuevas-21225.png,clic_train,Balle2018,2,0.2268,27.8453,0.207,68.7,0.0153,0.0511,0.0396,0.0332,
/home/user/tesi/datasets/clic2020/train/danka-peter-178.png,clic_train,Balle2018,4,0.3446,32.892,0.3271,31.4,0.0344,0.2587,0.1813,0.1982,
/home/user/tesi/datasets/clic2020/train/danka-peter-336.png,clic_train,HEVC,45,0.1882,18.6987,0.7731,385.6,0.0171,0.1104,0.1098,0.0428,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/danny-froese-1052.png,clic_train,Balle2018,4,0.4721,31.7401,0.2106,73.0,0.023,0.1683,0.1343,0.1333,
/home/user/tesi/datasets/clic2020/train/davey-heuser-696.png,clic_train,Balle2018,6,0.4211,37.6181,0.1675,117.7,0.0164,0.2284,0.1675,0.1673,
/home/user/tesi/datasets/clic2020/train/david-marcu-1263.png,clic_train,Balle2018,2,0.2019,28.2066,0.4173,68.4,0.0281,0.1804,0.1265,0.1073,
/home/user/tesi/datasets/clic2020/train/david-marcu-1425.png,clic_train,Balle2018,2,0.245,27.4018,0.2507,68.4,0.0229,0.114,0.1058,0.0968,
/home/user/tesi/datasets/clic2020/train/david-marcu-30865.png,clic_train,Balle2018,4,0.1227,37.7366,0.284,58.2,0.0354,0.2118,0.284,0.2012,
/home/user/tesi/datasets/clic2020/train/david-marcu-441.png,clic_train,Balle2018,4,0.474,32.5722,0.1634,71.7,0.0135,0.1448,0.0847,0.0771,
/home/user/tesi/datasets/clic2020/train/david-marcu-4655.png,clic_train,Balle2018,6,0.2264,41.8477,0.1254,114.6,0.0154,0.1118,0.1254,0.1131,
/home/user/tesi/datasets/clic2020/train/david-marcu-5437.png,clic_train,Balle2018,4,0.347,33.8974,0.1799,71.8,0.0207,0.1648,0.0964,0.0895,
/home/user/tesi/datasets/clic2020/train/davide-ragusa-2178.png,clic_train,Balle2018,4,0.2695,14.9942,0.4033,61.6,0.0253,0.149,0.4033,0.1621,
/home/user/tesi/datasets/clic2020/train/davide-ragusa-269.png,clic_train,Balle2018,2,0.4092,5.568,0.9055,65.1,0.0127,0.0587,0.1063,0.042,
/home/user/tesi/datasets/clic2020/train/delfi-de-la-rua-23324.png,clic_train,Balle2018,6,0.3934,39.025,0.1959,113.0,0.0234,0.1952,0.1959,0.1983,
/home/user/tesi/datasets/clic2020/train/delfi-de-la-rua-85106.png,clic_train,Balle2018,4,0.315,33.5476,0.387,46.4,0.0303,0.32,0.2259,0.2335,
/home/user/tesi/datasets/clic2020/train/desi-mendoza-451.png,clic_train,Balle2018,6,0.1292,42.3124,0.1855,111.5,0.0318,0.1645,0.1855,0.1765,
/home/user/tesi/datasets/clic2020/train/devin-rajaram-28791.png,clic_train,Balle2018,6,0.3253,39.218,0.1171,111.6,0.0182,0.1339,0.1171,0.1111,
/home/user/tesi/datasets/clic2020/train/dietmar-becker-131.png,clic_train,Balle2018,2,0.2956,27.9148,0.1852,36.7,0.0057,0.088,0.04,0.0349,
/home/user/tesi/datasets/clic2020/train/dillon-mcintosh-163.png,clic_train,Balle2018,2,0.2781,26.8592,0.3529,12.4,0.0281,0.1608,0.1099,0.1092,
/home/user/tesi/datasets/clic2020/train/dino-reichmuth-84077.png,clic_train,Balle2018,4,0.4604,32.0866,0.2042,74.7,0.0169,0.1566,0.092,0.0761,
/home/user/tesi/datasets/clic2020/train/dirk-sebregts-2408.png,clic_train,Balle2018,6,0.3288,39.335,0.1464,112.8,0.0234,0.1588,0.1464,0.127,
/home/user/tesi/datasets/clic2020/train/dmitri-popov-114770.png,clic_train,Balle2018,4,0.3237,33.6937,0.0879,78.5,0.0095,0.0786,0.0617,0.0586,
/home/user/tesi/datasets/clic2020/train/dmitrii-medvedev-100580.png,clic_train,Balle2018,6,0.4808,39.7077,0.1523,115.4,0.017,0.1498,0.1523,0.1568,
/home/user/tesi/datasets/clic2020/train/dmitry-sytnik-25017.png,clic_train,Balle2018,4,0.4167,32.0055,0.1141,63.2,0.0197,0.0775,0.0634,0.0527,
/home/user/tesi/datasets/clic2020/train/dominik-lange-35224.png,clic_train,Balle2018,6,0.2263,39.7096,0.2538,109.9,0.0388,0.2297,0.2538,0.2281,
/home/user/tesi/datasets/clic2020/train/dominik-martin-100802.png,clic_train,Balle2018,6,0.2061,41.4108,0.1539,112.0,0.0227,0.1406,0.1539,0.1315,
/home/user/tesi/datasets/clic2020/train/dominik-martin-326.png,clic_train,Balle2018,2,0.2546,28.2141,0.2999,69.5,0.0287,0.1665,0.0976,0.091,
/home/user/tesi/datasets/clic2020/train/dorothee-hubner-764.png,clic_train,Balle2018,4,0.4208,32.267,0.0792,72.1,0.0125,0.06,0.0426,0.0408,
/home/user/tesi/datasets/clic2020/train/dorothy-lin-72.png,clic_train,Balle2018,2,0.2209,27.1642,0.3277,39.4,0.0168,0.1654,0.0662,0.0753,
/home/user/tesi/datasets/clic2020/train/dorothy-lin-77.png,clic_train,Balle2018,2,0.245,26.4693,0.3655,39.9,0.0153,0.2326,0.0785,0.0732,
/home/user/tesi/datasets/clic2020/train/doug-robichaud-3531.png,clic_train,Balle2018,4,0.4487,32.7828,0.1277,17.7,0.0202,0.1172,0.1277,0.0874,
/home/user/tesi/datasets/clic2020/train/drew-geraets-957.png,clic_train,Balle2018,4,0.2867,34.1666,0.2358,63.8,0.0322,0.1307,0.1249,0.0989,
/home/user/tesi/datasets/clic2020/train/drew-hays-26333.png,clic_train,Balle2018,4,0.39,32.2181,0.2254,70.0,0.0288,0.1441,0.115,0.0957,
/home/user/tesi/datasets/clic2020/train/drew-patrick-miller-29382.png,clic_train,Balle2018,6,0.1629,43.1497,0.0835,111.4,0.0079,0.0959,0.0835,0.0758,
/home/user/tesi/datasets/clic2020/train/drew-patrick-miller-59416.png,clic_train,Balle2018,6,0.4245,39.1676,0.1091,116.9,0.0092,0.152,0.1091,0.0974,
/home/user/tesi/datasets/clic2020/train/dustin-lee-19667.png,clic_train,Balle2018,2,0.1744,29.4215,0.3993,64.3,0.0205,0.2254,0.3993,0.1342,
/home/user/tesi/datasets/clic2020/train/dustin-scarpitti-1009.png,clic_train,Balle2018,6,0.2317,40.3876,0.2418,111.0,0.0405,0.2116,0.2418,0.2293,
/home/user/tesi/datasets/clic2020/train/dyaa-eldin-moustafa-197.png,clic_train,JPEG,60,0.4798,39.6053,0.0551,52.1,0.0106,0.1895,0.2127,0.1387,
/home/user/tesi/datasets/clic2020/train/edan-cohen-2486.png,clic_train,Balle2018,4,0.3306,34.6514,0.0671,69.8,0.0105,0.0555,0.0342,0.0286,
/home/user/tesi/datasets/clic2020/train/elena-prokofyeva-17909.png,clic_train,Balle2018,4,0.2022,32.9747,0.437,69.2,0.0376,0.2325,0.2333,0.2313,
/home/user/tesi/datasets/clic2020/train/eli-defaria-14555.png,clic_train,Balle2018,4,0.2527,33.4732,0.3215,70.5,0.0353,0.2599,0.224,0.2279,
/home/user/tesi/datasets/clic2020/train/elisabetta-foco-241.png,clic_train,Balle2018,4,0.2867,34.4915,0.259,39.0,0.0064,0.2995,0.1391,0.105,
/home/user/tesi/datasets/clic2020/train/elizabeth-lies-20237.png,clic_train,Balle2018,2,0.3118,7.7743,0.8961,50.6,0.0132,0.0808,0.0286,0.0338,
/home/user/tesi/datasets/clic2020/train/elle-zhu-22896.png,clic_train,Balle2018,4,0.4397,32.2733,0.157,69.7,0.0248,0.1317,0.0642,0.0621,
/home/user/tesi/datasets/clic2020/train/emanuele-pinna-258.png,clic_train,Balle2018,4,0.2554,34.8174,0.1374,70.0,0.0157,0.0902,0.0896,0.0745,
/home/user/tesi/datasets/clic2020/train/eric-huang-35182.png,clic_train,Balle2018,4,0.2548,34.1065,0.4644,68.0,0.0506,0.3412,0.3503,0.33,
/home/user/tesi/datasets/clic2020/train/erol-ahmed-80094.png,clic_train,Balle2018,4,0.2689,31.1367,0.6079,39.7,0.0155,0.3743,0.0731,0.1198,
/home/user/tesi/datasets/clic2020/train/evan-kirby-104799.png,clic_train,Balle2018,6,0.4648,37.8496,0.1486,113.8,0.0302,0.1705,0.1486,0.1429,
/home/user/tesi/datasets/clic2020/train/ezra-jeffrey-87323.png,clic_train,Balle2018,6,0.1622,42.6671,0.1825,109.5,0.0218,0.1461,0.1825,0.1685,
/home/user/tesi/datasets/clic2020/train/faye-cornish-76100.png,clic_train,Balle2018,6,0.3362,39.0666,0.243,114.4,0.0368,0.2781,0.243,0.2203,
/home/user/tesi/datasets/clic2020/train/federico-beccari-130703.png,clic_train,Balle2018,2,0.1002,31.8807,0.4914,62.8,0.043,0.2789,0.258,0.236,
/home/user/tesi/datasets/clic2020/train/felix-russell-saw-182331.png,clic_train,Balle2018,2,0.125,29.9525,0.6281,52.3,0.0603,0.3268,0.3665,0.2104,
/home/user/tesi/datasets/clic2020/train/fineas-anton-143501.png,clic_train,Balle2018,2,0.3886,25.1602,0.1906,69.8,0.0171,0.0917,0.0622,0.0559,
/home/user/tesi/datasets/clic2020/train/forrest-cavale-350.png,clic_train,Balle2018,4,0.2348,33.6046,0.4521,68.8,0.0268,0.3482,0.3375,0.3403,
/home/user/tesi/datasets/clic2020/train/frances-gunn-39238.png,clic_train,Balle2018,4,0.3749,32.8327,0.3684,20.0,0.0318,0.2973,0.211,0.1862,
/home/user/tesi/datasets/clic2020/train/francisco-casero-234.png,clic_train,HEVC,45,0.2571,19.262,0.5276,152.7,0.0102,0.0771,0.2296,0.0139,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/fre-sonneveld-272.png,clic_train,Balle2018,4,0.243,34.8055,0.2821,68.1,0.04,0.2053,0.2298,0.209,
/home/user/tesi/datasets/clic2020/train/fre-sonneveld-315.png,clic_train,Balle2018,2,0.2405,27.2166,0.4166,67.7,0.0487,0.1574,0.0868,0.0766,
/home/user/tesi/datasets/clic2020/train/fritz-bielmeier-29905.png,clic_train,Balle2018,6,0.1122,44.4517,0.1543,84.7,0.0286,0.1177,0.1543,0.1325,
/home/user/tesi/datasets/clic2020/train/gabe-rodriguez-110.png,clic_train,Balle2018,2,0.1785,9.4914,0.6864,62.3,0.0149,0.0943,0.6864,0.0629,
/home/user/tesi/datasets/clic2020/train/gabriel-santiago-423.png,clic_train,Balle2018,4,0.3145,33.8471,0.2069,71.9,0.0243,0.1561,0.1157,0.0965,
/home/user/tesi/datasets/clic2020/train/gabriel-santiago-453.png,clic_train,Balle2018,4,0.3467,32.5762,0.2835,71.2,0.0142,0.2536,0.1201,0.1635,
/home/user/tesi/datasets/clic2020/train/gabriel-santiago-598.png,clic_train,Balle2018,6,0.2408,38.4172,0.2924,110.8,0.0469,0.2696,0.2924,0.2776,
/home/user/tesi/datasets/clic2020/train/galymzhan-abdugalimov-181.png,clic_train,Balle2018,6,0.4729,38.5304,0.1265,44.0,0.0181,0.1203,0.1265,0.1072,
/home/user/tesi/datasets/clic2020/train/georgia-dixon-248.png,clic_train,Balle2018,2,0.2247,28.0297,0.386,44.1,0.0163,0.1715,0.0983,0.1051,
/home/user/tesi/datasets/clic2020/train/glen-carrie-429.png,clic_train,Balle2018,6,0.336,40.0281,0.1328,93.8,0.0172,0.1422,0.1328,0.1192,
/home/user/tesi/datasets/clic2020/train/go-wild-27.png,clic_train,Balle2018,2,0.4841,22.7717,0.3198,66.5,0.0231,0.147,0.3198,0.0564,
/home/user/tesi/datasets/clic2020/train/gonzalo-poblete-450.png,clic_train,JPEG,30,0.3664,35.7755,0.0995,41.6,0.0091,0.1329,0.1015,0.0976,
/home/user/tesi/datasets/clic2020/train/good-free-photos-177.png,clic_train,Balle2018,4,0.4152,33.2275,0.0856,27.1,0.014,0.0798,0.038,0.0381,
/home/user/tesi/datasets/clic2020/train/greg-rakozy-199744.png,clic_train,Balle2018,6,0.4841,37.4311,0.0671,119.2,0.0139,0.0553,0.0671,0.0567,
/home/user/tesi/datasets/clic2020/train/greg-rakozy-53292.png,clic_train,Balle2018,2,0.24,12.2444,0.9395,53.7,0.0227,0.0899,0.7314,0.0462,
/home/user/tesi/datasets/clic2020/train/guillaume-120.png,clic_train,Balle2018,4,0.4209,31.1203,0.4116,70.5,0.024,0.2176,0.0747,0.0736,
/home/user/tesi/datasets/clic2020/train/hailey-kean-100680.png,clic_train,Balle2018,4,0.3766,33.4748,0.1787,69.6,0.0266,0.1292,0.1064,0.0921,
/home/user/tesi/datasets/clic2020/train/hartmut-tobies-481.png,clic_train,Balle2018,6,0.2294,41.1093,0.152,80.9,0.0167,0.1432,0.152,0.142,
/home/user/tesi/datasets/clic2020/train/harvey-enrile-491.png,clic_train,Balle2018,4,0.3744,32.7738,0.1163,71.3,0.0185,0.074,0.0669,0.0563,
/home/user/tesi/datasets/clic2020/train/hide-obara-233.png,clic_train,Balle2018,4,0.2956,35.0478,0.2047,40.0,0.0274,0.1577,0.1574,0.1313,
/home/user/tesi/datasets/clic2020/train/hikersbay-hikersbay-3503.png,clic_train,Balle2018,6,0.3707,38.1312,0.2424,31.3,0.027,0.2193,0.2424,0.2209,
/home/user/tesi/datasets/clic2020/train/hisu-lee-38286.png,clic_train,Balle2018,6,0.4478,38.6602,0.1477,116.2,0.0242,0.1415,0.1477,0.1425,
/home/user/tesi/datasets/clic2020/train/hoach-le-dinh-91879.png,clic_train,Balle2018,4,0.2484,34.6125,0.1404,69.8,0.0101,0.0834,0.078,0.0703,
/home/user/tesi/datasets/clic2020/train/igor-ovsyannykov-410.png,clic_train,JPEG,30,0.4518,32.6095,0.1077,51.9,0.0088,0.1043,0.1343,0.0545,
/home/user/tesi/datasets/clic2020/train/ilham-rahmansyah-102.png,clic_train,Balle2018,2,0.2878,27.2353,0.445,34.2,0.0222,0.2764,0.2365,0.2386,
/home/user/tesi/datasets/clic2020/train/israel-sundseth-1687.png,clic_train,Balle2018,4,0.3421,32.323,0.3602,71.3,0.0444,0.2506,0.245,0.1976,
/home/user/tesi/datasets/clic2020/train/ivan-chen-37378.png,clic_train,Balle2018,2,0.0934,33.2069,0.1853,50.0,0.0142,0.1044,0.1853,0.089,
/home/user/tesi/datasets/clic2020/train/jacob-aguilar-friend-343.png,clic_train,HEVC,45,0.2039,17.9898,0.8924,393.9,0.0189,0.1154,0.0933,0.059,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/jake-hills-389.png,clic_train,Balle2018,6,0.1725,42.0347,0.1591,109.9,0.0322,0.121,0.1591,0.1432,
/home/user/tesi/datasets/clic2020/train/james-forbes-191.png,clic_train,Balle2018,4,0.389,32.3936,0.2566,20.2,0.0239,0.185,0.1011,0.0807,
/home/user/tesi/datasets/clic2020/train/jamie-r-mink-67789.png,clic_train,Balle2018,2,0.1574,30.0422,0.2696,63.0,0.0147,0.1147,0.2696,0.0548,
/home/user/tesi/datasets/clic2020/train/jan-schulz-webdesigner-stuttgart-99749.png,clic_train,Balle2018,2,0.0426,38.0977,0.2432,66.2,0.0436,0.2,0.2432,0.239,
/home/user/tesi/datasets/clic2020/train/jared-erondu-8131.png,clic_train,Balle2018,4,0.3318,33.5176,0.1832,69.4,0.0088,0.2801,0.0831,0.0818,
/home/user/tesi/datasets/clic2020/train/jason-blackeye-137278.png,clic_train,Balle2018,6,0.3711,36.7212,0.409,113.1,0.0199,0.411,0.409,0.4811,
/home/user/tesi/datasets/clic2020/train/jason-blackeye-172510.png,clic_train,Balle2018,4,0.1182,36.7678,0.3926,54.4,0.0443,0.3175,0.3926,0.2896,
/home/user/tesi/datasets/clic2020/train/jason-long-718.png,clic_train,Balle2018,4,0.2814,34.9854,0.0929,71.6,0.0136,0.0579,0.0472,0.0389,
/home/user/tesi/datasets/clic2020/train/jason-ortego-5386.png,clic_train,Balle2018,2,0.3739,25.6439,0.2326,71.6,0.0155,0.0795,0.0469,0.0411,
/home/user/tesi/datasets/clic2020/train/jasper-van-der-meij-756.png,clic_train,Balle2018,6,0.3119,40.3681,0.0974,114.3,0.0188,0.1126,0.0974,0.0876,
/home/user/tesi/datasets/clic2020/train/jassy-onyae-71.png,clic_train,Balle2018,4,0.2905,34.7377,0.1666,40.1,0.0134,0.1429,0.1156,0.1103,
/home/user/tesi/datasets/clic2020/train/jay-ruzesky-84387.png,clic_train,Balle2018,4,0.3606,33.428,0.168,74.1,0.0204,0.131,0.0841,0.071,
/home/user/tesi/datasets/clic2020/train/jean-lakosnyk-1325.png,clic_train,Balle2018,6,0.4005,37.4036,0.3044,116.6,0.0198,0.2676,0.3044,0.2958,
/home/user/tesi/datasets/clic2020/train/jean-marie-grange-21067.png,clic_train,Balle2018,2,0.3483,25.9391,0.1324,25.5,0.0067,0.0581,0.0507,0.0195,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-2549.png,clic_train,Balle2018,4,0.469,32.2582,0.2342,79.8,0.0244,0.2002,0.15,0.1444,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-2550.png,clic_train,Balle2018,4,0.4001,33.1862,0.2275,71.9,0.0228,0.181,0.1542,0.1565,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-2551.png,clic_train,Balle2018,6,0.3067,39.0317,0.1835,122.6,0.0192,0.1896,0.1835,0.181,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-2554.png,clic_train,Balle2018,2,0.3394,26.0922,0.3732,77.9,0.0281,0.1346,0.0316,0.0313,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-2557.png,clic_train,Balle2018,4,0.2765,34.4257,0.1735,75.7,0.0154,0.1507,0.0698,0.0554,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-3219.png,clic_train,Balle2018,6,0.3137,38.0715,0.2761,133.1,0.0202,0.2647,0.2761,0.2709,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-3224.png,clic_train,Balle2018,6,0.3011,38.6631,0.2346,124.0,0.0206,0.2336,0.2346,0.2254,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-3225.png,clic_train,Balle2018,6,0.184,41.1083,0.1416,124.0,0.0168,0.1341,0.1416,0.1377,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-3227.png,clic_train,Balle2018,6,0.4576,36.2645,0.3001,124.2,0.0201,0.349,0.3001,0.3358,
/home/user/tesi/datasets/clic2020/train/jeff-sheldon-3228.png,clic_train,Balle2018,2,0.0854,34.7314,0.146,65.1,0.0109,0.1029,0.146,0.09,
/home/user/tesi/datasets/clic2020/train/jeffrey-swanson-17942.png,clic_train,Balle2018,4,0.335,34.1947,0.2151,45.4,0.0147,0.163,0.1239,0.1046,
/home/user/tesi/datasets/clic2020/train/jennifer-langley-290.png,clic_train,Balle2018,2,0.3664,24.5789,0.2529,32.1,0.0247,0.1024,0.088,0.0895,
/home/user/tesi/datasets/clic2020/train/jeremy-cai-1177.png,clic_train,Balle2018,2,0.1234,30.1802,0.4274,57.0,0.0264,0.2063,0.4274,0.0983,
/home/user/tesi/datasets/clic2020/train/jeremy-thomas-99326.png,clic_train,Balle2018,2,0.3161,25.9664,0.4219,69.4,0.0172,0.1477,0.0283,0.0279,
/home/user/tesi/datasets/clic2020/train/jerry-adney-28.png,clic_train,Balle2018,2,0.4159,25.6639,0.2743,69.8,0.0186,0.1166,0.0368,0.0334,
/home/user/tesi/datasets/clic2020/train/jessica-polar-537.png,clic_train,Balle2018,2,0.0866,33.2813,0.2488,61.6,0.0219,0.109,0.2488,0.0824,
/home/user/tesi/datasets/clic2020/train/jimmy-musto-39162.png,clic_train,Balle2018,2,0.3753,24.3172,0.0699,74.2,0.0102,0.0137,0.0276,0.0202,
/home/user/tesi/datasets/clic2020/train/joanna-kosinska-44214.png,clic_train,Balle2018,6,0.1841,41.9173,0.1353,112.2,0.0289,0.1264,0.1353,0.1272,
/home/user/tesi/datasets/clic2020/train/joao-silas-85835.png,clic_train,Balle2018,4,0.1918,33.6011,0.4302,71.1,0.0209,0.3589,0.2961,0.3477,
/home/user/tesi/datasets/clic2020/train/joe-jansen-184838.png,clic_train,Balle2018,6,0.417,38.4784,0.1074,121.0,0.0213,0.1136,0.1074,0.0774,
/home/user/tesi/datasets/clic2020/train/joe-reed-82416.png,clic_train,Balle2018,2,0.2753,26.8728,0.243,28.2,0.0219,0.1181,0.0557,0.0546,
/home/user/tesi/datasets/clic2020/train/joel-filipe-187166.png,clic_train,Balle2018,6,0.4819,38.3858,0.0396,109.3,0.0052,0.0475,0.0396,0.038,
/home/user/tesi/datasets/clic2020/train/joel-herzog-105060.png,clic_train,Balle2018,4,0.3167,33.5934,0.2754,72.0,0.0207,0.2318,0.2051,0.1956,
/home/user/tesi/datasets/clic2020/train/john-cobb-13965.png,clic_train,Balle2018,6,0.1838,42.7421,0.0755,48.5,0.02,0.0763,0.0755,0.0725,
/home/user/tesi/datasets/clic2020/train/john-cobb-14128.png,clic_train,Balle2018,6,0.281,39.9185,0.1136,115.7,0.0259,0.1029,0.1136,0.1087,
/home/user/tesi/datasets/clic2020/train/john-kutcher-15357.png,clic_train,Balle2018,4,0.2812,34.8502,0.1801,69.0,0.0201,0.1598,0.0955,0.0909,
/home/user/tesi/datasets/clic2020/train/john-price-5258.png,clic_train,Balle2018,6,0.3047,39.9216,0.1157,114.2,0.0175,0.1048,0.1157,0.1087,
/home/user/tesi/datasets/clic2020/train/john-towner-125997.png,clic_train,Balle2018,4,0.3229,34.7887,0.1033,70.5,0.0086,0.1181,0.0524,0.0492,
/home/user/tesi/datasets/clic2020/train/john-towner-188590.png,clic_train,Balle2018,2,0.1874,6.8234,0.9365,56.0,0.0125,0.0721,0.9293,0.0304,
/home/user/tesi/datasets/clic2020/train/johnny-lam-86.png,clic_train,Balle2018,6,0.4344,38.8404,0.0964,15.6,0.0193,0.0767,0.0964,0.0903,
/home/user/tesi/datasets/clic2020/train/jon-eckert-75.png,clic_train,Balle2018,2,0.3667,25.0905,0.2397,70.0,0.0188,0.0796,0.0626,0.0591,
/home/user/tesi/datasets/clic2020/train/jon-flobrant-155201.png,clic_train,Balle2018,4,0.3596,32.6215,0.2317,70.2,0.0262,0.178,0.0735,0.0678,
/home/user/tesi/datasets/clic2020/train/jon-flobrant-32821.png,clic_train,HEVC,45,0.1821,18.739,0.7254,1225.0,0.0146,0.0967,0.0187,0.0235,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/jon-flobrant-49795.png,clic_train,Balle2018,2,0.2654,26.9294,0.3651,71.9,0.0169,0.1437,0.0455,0.0374,
/home/user/tesi/datasets/clic2020/train/jon-toney-99.png,clic_train,Balle2018,6,0.3186,40.7168,0.1003,114.1,0.0088,0.1634,0.1003,0.0861,
/home/user/tesi/datasets/clic2020/train/jonas-eriksson-3517.png,clic_train,Balle2018,4,0.3019,32.648,0.3368,70.9,0.0325,0.2624,0.2604,0.2834,
/home/user/tesi/datasets/clic2020/train/jonas-lavoie-levesque-397.png,clic_train,Balle2018,6,0.4597,37.8931,0.1757,115.4,0.0286,0.1787,0.1757,0.1513,
/home/user/tesi/datasets/clic2020/train/jonatan-pie-117073.png,clic_train,Balle2018,6,0.4334,37.4397,0.2801,116.3,0.0332,0.2691,0.2801,0.2659,
/home/user/tesi/datasets/clic2020/train/jordan-mcqueen-6535.png,clic_train,Balle2018,4,0.2596,34.7783,0.155,68.8,0.0207,0.0961,0.087,0.0797,
/home/user/tesi/datasets/clic2020/train/jordan-sanchez-13139.png,clic_train,Balle2018,4,0.2335,34.606,0.4589,70.5,0.0273,0.4313,0.3707,0.3643,
/home/user/tesi/datasets/clic2020/train/joren-645.png,clic_train,Balle2018,6,0.372,40.0064,0.1391,115.4,0.0274,0.1501,0.1391,0.1331,
/home/user/tesi/datasets/clic2020/train/joschko-hammermann-2224.png,clic_train,Balle2018,2,0.0999,31.5203,0.4019,67.7,0.027,0.2661,0.4019,0.1392,
/home/user/tesi/datasets/clic2020/train/jose-martin-ramirez-c-363.png,clic_train,Balle2018,2,0.2851,29.5463,0.0837,71.6,0.0011,0.0605,0.014,0.0092,
/home/user/tesi/datasets/clic2020/train/jose-martin-ramirez-c-364.png,clic_train,Balle2018,2,0.1941,29.4498,0.2285,60.7,0.012,0.109,0.2285,0.0542,
/home/user/tesi/datasets/clic2020/train/jose-murillo-30007.png,clic_train,Balle2018,6,0.1783,38.1196,0.4738,112.5,0.0275,0.5132,0.4738,0.4764,
/home/user/tesi/datasets/clic2020/train/josefa-holland-merten-3739.png,clic_train,Balle2018,2,0.289,28.2663,0.2768,48.4,0.0221,0.1202,0.1456,0.0449,
/home/user/tesi/datasets/clic2020/train/josefa-holland-merten-4142.png,clic_train,Balle2018,6,0.1345,42.6243,0.1628,77.1,0.0286,0.1351,0.1628,0.1548,
/home/user/tesi/datasets/clic2020/train/josefa-holland-merten-4145.png,clic_train,Balle2018,2,0.3403,25.9447,0.4108,50.2,0.027,0.1233,0.4108,0.0563,
/home/user/tesi/datasets/clic2020/train/joseph-barrientos-22207.png,clic_train,Balle2018,4,0.4351,32.7209,0.2008,69.5,0.0293,0.1502,0.1609,0.1532,
/home/user/tesi/datasets/clic2020/train/josh-felise-10266.png,clic_train,Balle2018,4,0.4507,32.9099,0.175,23.7,0.0219,0.1449,0.175,0.0632,
/home/user/tesi/datasets/clic2020/train/josh-felise-14491.png,clic_train,Balle2018,4,0.185,36.1482,0.1966,61.2,0.0193,0.1558,0.1966,0.1416,
