image,dataset,winner_codec,winner_param,winner_bpp,winner_psnr,winner_lpips,winner_enc_ms,jpeg_lpips,hevc_lpips,balle_lpips,cheng_lpips,note
/home/user/tesi/datasets/clic2020/train/joshua-earle-33443.png,clic_train,Balle2018,4,0.2597,34.3488,0.188,39.3,0.0225,0.1443,0.1338,0.1286,
/home/user/tesi/datasets/clic2020/train/joshua-hibbert-22841.png,clic_train,Balle2018,4,0.1706,34.0647,0.3471,69.9,0.0264,0.2373,0.2263,0.222,
/home/user/tesi/datasets/clic2020/train/joshua-k-jackson-121881.png,clic_train,Balle2018,6,0.4857,39.1145,0.1147,114.6,0.0159,0.1437,0.1147,0.1025,
/home/user/tesi/datasets/clic2020/train/joshua-k-jackson-36622.png,clic_train,Balle2018,2,0.2606,29.2206,0.2303,69.2,0.0134,0.143,0.1108,0.1072,
/home/user/tesi/datasets/clic2020/train/joshua-sortino-5581.png,clic_train,Balle2018,4,0.2958,33.6562,0.2943,70.4,0.0377,0.1953,0.1574,0.1371,
/home/user/tesi/datasets/clic2020/train/julie-geiger-84.png,clic_train,Balle2018,6,0.4883,37.9007,0.179,50.6,0.0316,0.139,0.179,0.1335,
/home/user/tesi/datasets/clic2020/train/julie-macey-67464.png,clic_train,Balle2018,2,0.1873,10.3205,0.6923,56.0,0.0127,0.1719,0.6923,0.0862,
/home/user/tesi/datasets/clic2020/train/julien-lavallee-4273.png,clic_train,Balle2018,2,0.3016,26.9728,0.2711,69.7,0.0259,0.1028,0.0582,0.0451,
/home/user/tesi/datasets/clic2020/train/justin-leibow-1939.png,clic_train,Balle2018,4,0.3061,33.487,0.2752,58.4,0.0347,0.2023,0.1977,0.1334,
/home/user/tesi/datasets/clic2020/train/justin-luebke-92974.png,clic_train,Balle2018,6,0.4289,37.8615,0.2744,114.7,0.0386,0.2954,0.2744,0.266,
/home/user/tesi/datasets/clic2020/train/kace-rodriguez-85845.png,clic_train,Balle2018,6,0.4943,38.4851,0.1805,114.5,0.0327,0.2494,0.1805,0.1433,
/home/user/tesi/datasets/clic2020/train/kalen-emsley-98264.png,clic_train,Balle2018,2,0.2243,28.3889,0.295,68.5,0.0196,0.1078,0.0709,0.0578,
/home/user/tesi/datasets/clic2020/train/kalen-emsley-99666.png,clic_train,Balle2018,6,0.3625,38.6593,0.1928,113.6,0.0205,0.1999,0.1928,0.1839,
/home/user/tesi/datasets/clic2020/train/karl-fredrickson-35017.png,clic_train,Balle2018,6,0.2174,38.987,0.2472,112.6,0.0227,0.2415,0.2472,0.2469,
/home/user/tesi/datasets/clic2020/train/kazuend-25771.png,clic_train,Balle2018,4,0.2593,33.0163,0.3305,70.2,0.0223,0.2476,0.1986,0.209,
/home/user/tesi/datasets/clic2020/train/kazuend-25774.png,clic_train,Balle2018,4,0.3569,32.2225,0.0485,48.6,0.0106,0.0368,0.0485,0.037,
/home/user/tesi/datasets/clic2020/train/kazuend-29733.png,clic_train,Balle2018,2,0.4072,7.9027,0.8297,57.8,0.0075,0.0236,0.0271,0.0203,
/home/user/tesi/datasets/clic2020/train/keith-misner-308.png,clic_train,Balle2018,4,0.3477,32.191,0.2995,69.7,0.0342,0.2119,0.1551,0.1414,
/home/user/tesi/datasets/clic2020/train/keith-misner-778.png,clic_train,Balle2018,4,0.2699,33.1704,0.3962,70.7,0.0341,0.3422,0.2832,0.2741,
/home/user/tesi/datasets/clic2020/train/keith-wickramasekara-97976.png,clic_train,Balle2018,4,0.2323,33.3169,0.3384,72.2,0.0187,0.2668,0.1226,0.1254,
/home/user/tesi/datasets/clic2020/train/kelly-sikkema-1910.png,clic_train,Balle2018,6,0.3084,38.7585,0.2307,124.9,0.0181,0.255,0.2307,0.2296,
/home/user/tesi/datasets/clic2020/train/kelly-sikkema-215.png,clic_train,Balle2018,2,0.2421,28.8676,0.2731,37.5,0.0097,0.1326,0.06,0.0491,
/home/user/tesi/datasets/clic2020/train/kenneth-thewissen-117.png,clic_train,Balle2018,2,0.2644,26.9173,0.4055,68.5,0.0279,0.137,0.0961,0.0909,
/home/user/tesi/datasets/clic2020/train/kim-daniel-371.png,clic_train,Balle2018,4,0.3172,34.6322,0.1684,69.7,0.0301,0.1357,0.1422,0.1289,
/home/user/tesi/datasets/clic2020/train/kim-daniel-594.png,clic_train,HEVC,45,0.2001,18.6184,0.6523,1274.7,0.0169,0.077,0.0289,0.0326,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/kristian-karlsson-264.png,clic_train,Balle2018,6,0.3656,40.2181,0.1069,113.6,0.0235,0.1148,0.1069,0.1044,
/home/user/tesi/datasets/clic2020/train/kristian-karlsson-320.png,clic_train,Balle2018,6,0.1993,39.7308,0.2984,85.5,0.027,0.2813,0.2984,0.2928,
/home/user/tesi/datasets/clic2020/train/kundan-ramisetti-146.png,clic_train,Balle2018,2,0.3746,25.5568,0.2889,42.7,0.0163,0.1155,0.0744,0.0692,
/home/user/tesi/datasets/clic2020/train/kundan-ramisetti-96.png,clic_train,Balle2018,2,0.2664,26.7155,0.4044,29.7,0.0232,0.2185,0.1561,0.1378,
/home/user/tesi/datasets/clic2020/train/kyle-szegedi-8217.png,clic_train,Balle2018,4,0.4746,31.7545,0.2241,16.9,0.0206,0.1256,0.0766,0.0518,
/home/user/tesi/datasets/clic2020/train/lacey-raper-361.png,clic_train,Balle2018,2,0.2884,27.566,0.2399,69.4,0.0184,0.0818,0.0567,0.0431,
/home/user/tesi/datasets/clic2020/train/lance-asper-153769.png,clic_train,Balle2018,2,0.2823,10.7933,0.9165,52.0,0.0209,0.2128,0.1005,0.1049,
/home/user/tesi/datasets/clic2020/train/lechon-kirb-21832.png,clic_train,Balle2018,4,0.2625,31.9335,0.5253,58.6,0.0223,0.3561,0.1126,0.1167,
/home/user/tesi/datasets/clic2020/train/lee-miller-48144.png,clic_train,Balle2018,6,0.38,39.3723,0.2392,112.1,0.0322,0.2942,0.2392,0.2161,
/home/user/tesi/datasets/clic2020/train/lee-roylland-10260.png,clic_train,Balle2018,2,0.2556,27.932,0.2041,55.3,0.0209,0.1121,0.2041,0.0627,
/home/user/tesi/datasets/clic2020/train/leeroy-653.png,clic_train,Balle2018,2,0.3557,26.0348,0.3462,17.1,0.0195,0.1424,0.0291,0.023,
/home/user/tesi/datasets/clic2020/train/liane-metzler-29935.png,clic_train,Balle2018,4,0.4317,31.3318,0.2747,70.9,0.0155,0.241,0.1122,0.1348,
/home/user/tesi/datasets/clic2020/train/lili-popper-29464.png,clic_train,Balle2018,2,0.2777,7.6956,0.7547,57.3,0.0117,0.0675,0.719,0.0275,
/home/user/tesi/datasets/clic2020/train/linh-nguyen-164.png,clic_train,Balle2018,2,0.2185,29.0279,0.175,20.6,0.0118,0.0643,0.0523,0.044,
/home/user/tesi/datasets/clic2020/train/linh-nguyen-175.png,clic_train,Balle2018,2,0.4686,25.4525,0.2345,13.4,0.0141,0.0933,0.055,0.0521,
/home/user/tesi/datasets/clic2020/train/lionello-delpiccolo-100306.png,clic_train,Balle2018,6,0.2499,40.5032,0.1679,113.1,0.0197,0.1693,0.1679,0.1411,
/home/user/tesi/datasets/clic2020/train/loic-djim-94369.png,clic_train,Balle2018,2,0.2436,26.6847,0.5357,72.0,0.0098,0.2098,0.0316,0.0296,
/home/user/tesi/datasets/clic2020/train/london-scout-27289.png,clic_train,Balle2018,4,0.4124,32.9347,0.1547,70.2,0.0188,0.1292,0.0773,0.068,
/home/user/tesi/datasets/clic2020/train/london-scout-27290.png,clic_train,Balle2018,6,0.4409,38.8995,0.0982,115.4,0.0156,0.091,0.0982,0.0922,
/home/user/tesi/datasets/clic2020/train/loudge-402.png,clic_train,Balle2018,2,0.3055,26.4953,0.2831,12.7,0.0139,0.0554,0.0375,0.0283,
/home/user/tesi/datasets/clic2020/train/luca-bravo-186960.png,clic_train,Balle2018,4,0.2112,34.7302,0.07,65.8,0.0133,0.0417,0.07,0.0433,
/home/user/tesi/datasets/clic2020/train/lucas-lof-388.png,clic_train,Balle2018,4,0.2828,34.5956,0.1959,70.7,0.0244,0.1261,0.1135,0.0905,
/home/user/tesi/datasets/clic2020/train/lukas-budimaier-49074.png,clic_train,Balle2018,6,0.2206,41.2316,0.2103,105.8,0.0275,0.2232,0.2103,0.1923,
/home/user/tesi/datasets/clic2020/train/lukasz-szmigiel-413.png,clic_train,Balle2018,4,0.4298,32.8643,0.1853,27.9,0.0282,0.1273,0.0881,0.0688,
/home/user/tesi/datasets/clic2020/train/luke-chesser-48.png,clic_train,Balle2018,6,0.2244,41.4292,0.1047,79.2,0.0194,0.0824,0.1047,0.089,
/home/user/tesi/datasets/clic2020/train/luke-chesser-49.png,clic_train,Balle2018,6,0.1189,42.2766,0.2169,112.0,0.0415,0.158,0.2169,0.2065,
/home/user/tesi/datasets/clic2020/train/luke-pamer-26747.png,clic_train,Balle2018,4,0.2585,33.0389,0.2389,71.9,0.0417,0.1679,0.155,0.1352,
/home/user/tesi/datasets/clic2020/train/m-wrona-144338.png,clic_train,Balle2018,2,0.1209,31.1083,0.3528,62.1,0.0218,0.2082,0.1161,0.0963,
/home/user/tesi/datasets/clic2020/train/manuel-barroso-parejo-17159.png,clic_train,Balle2018,2,0.0676,37.0882,0.205,62.2,0.0168,0.1689,0.205,0.1855,
/home/user/tesi/datasets/clic2020/train/marcelo-quinan-37428.png,clic_train,Balle2018,4,0.1093,39.2371,0.1908,96.5,0.0238,0.1252,0.1467,0.1237,
/home/user/tesi/datasets/clic2020/train/marcelo-quinan-37429.png,clic_train,Balle2018,4,0.4407,33.1053,0.1317,71.7,0.0166,0.1461,0.0943,0.0906,
/home/user/tesi/datasets/clic2020/train/marcin-czerwinski-129.png,clic_train,Balle2018,2,0.2424,27.4395,0.4,59.7,0.0156,0.1586,0.1871,0.0517,
/home/user/tesi/datasets/clic2020/train/marco-bonomo-1930.png,clic_train,Balle2018,6,0.2763,37.9154,0.2976,107.7,0.0484,0.2627,0.2976,0.2816,
/home/user/tesi/datasets/clic2020/train/margaret-barley-42.png,clic_train,Balle2018,4,0.4745,34.3801,0.0634,9.9,0.0082,0.0539,0.0281,0.024,
/home/user/tesi/datasets/clic2020/train/margot-pandone-2309.png,clic_train,Balle2018,2,0.0456,37.7478,0.2403,62.7,0.0451,0.2069,0.2403,0.2177,
/home/user/tesi/datasets/clic2020/train/maria-victoria-heredia-reyes-20882.png,clic_train,JPEG,60,0.3111,40.8795,0.1179,142.0,0.0307,0.1371,0.1864,0.1383,
/home/user/tesi/datasets/clic2020/train/mark-basarab-157611.png,clic_train,Balle2018,4,0.3092,24.6606,0.3136,58.0,0.0232,0.1733,0.3136,0.1246,
/home/user/tesi/datasets/clic2020/train/martin-wessely-212.png,clic_train,Balle2018,2,0.4828,23.9027,0.1766,18.3,0.0087,0.0533,0.1766,0.0187,
/home/user/tesi/datasets/clic2020/train/martin-wessely-243.png,clic_train,Balle2018,2,0.2553,26.9815,0.2984,16.9,0.0195,0.0958,0.1196,0.0504,
/home/user/tesi/datasets/clic2020/train/mathew-macquarrie-91468.png,clic_train,Balle2018,2,0.3838,8.2055,0.8903,52.7,0.0191,0.1623,0.4949,0.0788,
/home/user/tesi/datasets/clic2020/train/matt-benson-7408.png,clic_train,Balle2018,2,0.4393,16.8647,0.786,65.7,0.0236,0.1366,0.1357,0.0482,
/home/user/tesi/datasets/clic2020/train/matt-benson-7409.png,clic_train,HEVC,45,0.1771,19.3949,0.5409,1094.0,0.0098,0.0484,0.0389,0.0104,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/matt-jones-67226.png,clic_train,Balle2018,4,0.4202,32.3587,0.2055,72.7,0.0269,0.1834,0.1137,0.1069,
/home/user/tesi/datasets/clic2020/train/matteo-minelli-134.png,clic_train,Balle2018,4,0.4077,10.0254,0.74,61.9,0.0317,0.1264,0.74,0.112,
/home/user/tesi/datasets/clic2020/train/matteo-paganelli-39971.png,clic_train,Balle2018,4,0.1262,38.7114,0.1984,66.5,0.0198,0.1351,0.1984,0.1461,
/home/user/tesi/datasets/clic2020/train/matthew-clark-616.png,clic_train,Balle2018,6,0.2346,39.6087,0.2397,64.6,0.0416,0.1858,0.2397,0.2189,
/home/user/tesi/datasets/clic2020/train/matthew-henry-14221.png,clic_train,Balle2018,6,0.2207,40.0687,0.1937,114.2,0.0207,0.1819,0.1937,0.1899,
/home/user/tesi/datasets/clic2020/train/matthew-henry-1438.png,clic_train,Balle2018,6,0.4868,40.094,0.0219,114.3,0.0024,0.0999,0.0219,0.0197,
/home/user/tesi/datasets/clic2020/train/matthew-henry-300.png,clic_train,Balle2018,2,0.2757,27.2776,0.2093,72.5,0.0125,0.0835,0.0561,0.0484,
/home/user/tesi/datasets/clic2020/train/matthew-henry-56066.png,clic_train,Balle2018,6,0.2293,41.4825,0.112,112.4,0.0347,0.1076,0.112,0.0939,
/home/user/tesi/datasets/clic2020/train/matthew-henry-6205.png,clic_train,Balle2018,6,0.3014,39.8052,0.1479,115.2,0.03,0.1471,0.1479,0.1418,
/home/user/tesi/datasets/clic2020/train/matthew-henry-82940.png,clic_train,Balle2018,6,0.1712,42.5428,0.0975,114.6,0.0324,0.0903,0.0975,0.0887,
/home/user/tesi/datasets/clic2020/train/matthew-kane-121134.png,clic_train,Balle2018,2,0.1718,10.0109,1.1284,58.0,0.0338,0.2436,0.4655,0.115,
/home/user/tesi/datasets/clic2020/train/matthew-skinner-196.png,clic_train,Balle2018,2,0.2495,29.0105,0.2003,11.5,0.0125,0.083,0.0602,0.047,
/home/user/tesi/datasets/clic2020/train/maxime-le-conte-des-floris-151374.png,clic_train,Balle2018,6,0.4345,39.0709,0.0832,49.0,0.0133,0.1044,0.0832,0.0703,
/home/user/tesi/datasets/clic2020/train/mcdobbie-hu-12791.png,clic_train,Balle2018,2,0.4189,11.254,0.8987,53.1,0.0404,0.121,0.3064,0.0349,
/home/user/tesi/datasets/clic2020/train/mia-domenico-455.png,clic_train,Balle2018,4,0.1207,35.2958,0.4406,58.2,0.0287,0.3947,0.4406,0.3687,
/home/user/tesi/datasets/clic2020/train/micah-h-18872.png,clic_train,Balle2018,4,0.3424,33.3459,0.3172,42.0,0.0268,0.2216,0.2162,0.1969,
/home/user/tesi/datasets/clic2020/train/michael-221247.png,clic_train,JPEG,90,0.3984,48.538,0.0049,108.7,0.0049,0.026,0.0333,0.0247,
/home/user/tesi/datasets/clic2020/train/michael-hacker-142262.png,clic_train,Balle2018,2,0.2721,26.6261,0.2382,65.4,0.0139,0.1095,0.1364,0.072,
/home/user/tesi/datasets/clic2020/train/mickey-o-neil-40131.png,clic_train,Balle2018,2,0.1965,28.2086,0.4363,59.3,0.0234,0.1655,0.2555,0.1271,
/home/user/tesi/datasets/clic2020/train/mika-ruusunen-683.png,clic_train,Balle2018,2,0.3281,28.9038,0.0252,72.0,0.0009,0.0257,0.0069,0.0061,
/home/user/tesi/datasets/clic2020/train/mikael-kristenson-13641.png,clic_train,Balle2018,4,0.4572,32.9565,0.1402,71.3,0.0178,0.1402,0.077,0.0756,
/home/user/tesi/datasets/clic2020/train/mike-petrucci-25087.png,clic_train,Balle2018,2,0.2991,27.4274,0.2518,54.1,0.0104,0.1071,0.0537,0.0457,
/home/user/tesi/datasets/clic2020/train/mike-wilson-111578.png,clic_train,Balle2018,4,0.3852,32.6511,0.0469,74.3,0.0067,0.0405,0.0266,0.0269,
/home/user/tesi/datasets/clic2020/train/mike-wilson-140883.png,clic_train,Balle2018,4,0.4129,33.1868,0.0754,84.5,0.0166,0.0537,0.0542,0.0454,
/home/user/tesi/datasets/clic2020/train/modestas-urbonas-14752.png,clic_train,Balle2018,4,0.4122,33.6655,0.1186,30.5,0.0133,0.0999,0.0706,0.0628,
/home/user/tesi/datasets/clic2020/train/modestas-urbonas-14753.png,clic_train,Balle2018,2,0.3591,25.0468,0.3046,29.7,0.0158,0.1777,0.1051,0.1001,
/home/user/tesi/datasets/clic2020/train/monstruo-estudio-573.png,clic_train,JPEG,30,0.4585,30.85,0.1185,46.5,0.0159,0.1018,0.0839,0.069,
/home/user/tesi/datasets/clic2020/train/morgan-sessions-543.png,clic_train,Balle2018,6,0.3367,38.668,0.2643,113.7,0.0228,0.2516,0.2643,0.2596,
/home/user/tesi/datasets/clic2020/train/morgan-sessions-6255.png,clic_train,Balle2018,4,0.0819,40.0068,0.2489,62.5,0.0308,0.1941,0.2489,0.2204,
/home/user/tesi/datasets/clic2020/train/mr-cup-fabien-barral-86074.png,clic_train,Balle2018,6,0.3221,39.7404,0.1083,114.9,0.0128,0.1269,0.1083,0.1033,
/home/user/tesi/datasets/clic2020/train/mr-lee-603.png,clic_train,Balle2018,6,0.1466,43.5987,0.097,113.1,0.0128,0.1158,0.097,0.0927,
/home/user/tesi/datasets/clic2020/train/mr-marco-614.png,clic_train,Balle2018,4,0.4681,31.3937,0.2159,74.8,0.0311,0.1159,0.1202,0.084,
/home/user/tesi/datasets/clic2020/train/nadir-balcikli-118.png,clic_train,Balle2018,6,0.1012,44.0643,0.0756,73.5,0.0086,0.0817,0.0756,0.0743,
/home/user/tesi/datasets/clic2020/train/nasa-43567.png,clic_train,Balle2018,4,0.2025,32.1579,0.6185,69.4,0.0197,0.3925,0.1553,0.2007,
/home/user/tesi/datasets/clic2020/train/nasa-43569.png,clic_train,HEVC,45,0.2351,19.4333,0.4936,1193.3,0.0192,0.0645,0.0299,0.028,FALLBACK_MIN_BPP
/home/user/tesi/datasets/clic2020/train/nasa-43979.png,clic_train,Balle2018,2,0.3017,27.7136,0.2621,57.3,0.0306,0.1587,0.1687,0.1011,
/home/user/tesi/datasets/clic2020/train/nasa-53887.png,clic_train,Balle2018,2,0.3586,26.5746,0.4658,37.1,0.0313,0.2082,0.0545,0.0459,
/home/user/tesi/datasets/clic2020/train/nasa-89125.png,clic_train,Balle2018,4,0.136,32.1174,0.4647,99.1,0.0689,0.2566,0.3552,0.333,
/home/user/tesi/datasets/clic2020/train/nathan-anderson-158078.png,clic_train,Balle2018,6,0.3944,39.0311,0.197,119.6,0.0375,0.1864,0.197,0.1749,
/home/user/tesi/datasets/clic2020/train/nathan-anderson-158541.png,clic_train,Balle2018,2,0.1903,26.974,0.4994,75.7,0.0284,0.1662,0.0484,0.0558,
/home/user/tesi/datasets/clic2020/train/neil-thomas-5889.png,clic_train,Balle2018,6,0.2371,39.9758,0.1494,113.3,0.0256,0.1228,0.1494,0.1301,
/home/user/tesi/datasets/clic2020/train/nelly-volkovich-16093.png,clic_train,Balle2018,4,0.2442,33.6035,0.363,71.0,0.0286,0.256,0.175,0.1676,
/home/user/tesi/datasets/clic2020/train/nicholas-swanson-56.png,clic_train,Balle2018,6,0.4391,38.3792,0.1774,74.6,0.0186,0.173,0.1774,0.1644,
/home/user/tesi/datasets/clic2020/train/nicholas-swanson-60.png,clic_train,Balle2018,2,0.2385,28.9842,0.2651,51.9,0.0167,0.1445,0.2651,0.0798,
/home/user/tesi/datasets/clic2020/train/nicholas-swanson-65.png,clic_train,Balle2018,4,0.2611,35.1499,0.2048,51.6,0.0327,0.163,0.2048,0.1079,
/home/user/tesi/datasets/clic2020/train/nick-scheerbart-15636.png,clic_train,Balle2018,2,0.2757,25.8983,0.3549,70.5,0.0176,0.1551,0.1066,0.0962,
/home/user/tesi/datasets/clic2020/train/nick-scheerbart-32085.png,clic_train,Balle2018,4,0.2666,35.1939,0.1878,70.3,0.0241,0.0968,0.0985,0.0751,
/home/user/tesi/datasets/clic2020/train/nick-wilkes-490.png,clic_train,JPEG,60,0.4511,38.1405,0.2696,141.9,0.0224,0.4134,0.3629,0.3691,
/home/user/tesi/datasets/clic2020/train/nicolai-berntsen-8741.png,clic_train,Balle2018,2,0.2383,29.6529,0.2223,63.2,0.0114,0.1267,0.2223,0.0725,
/home/user/tesi/datasets/clic2020/train/nicomiot-photographies-54150.png,clic_train,Balle2018,4,0.3625,33.8511,0.1617,16.3,0.0225,0.1305,0.1142,0.1127,
/home/user/tesi/datasets/clic2020/train/nigel-lo-550.png,clic_train,Balle2018,6,0.391,38.6354,0.1142,125.5,0.0206,0.1073,0.1142,0.1092,
/home/user/tesi/datasets/clic2020/train/nitish-kadam-34748.png,clic_train,Balle2018,6,0.1332,44.4755,0.0873,108.2,0.0111,0.0644,0.0873,0.0751,
/home/user/tesi/datasets/clic2020/train/noah-basle-25980.png,clic_train,Balle2018,6,0.2501,40.7885,0.1024,111.7,0.0125,0.0913,0.1024,0.0983,
/home/user/tesi/datasets/clic2020/train/noah-kuhn-27481.png,clic_train,Balle2018,4,0.2026,34.1119,0.3247,54.7,0.0174,0.2595,0.3247,0.1974,
/home/user/tesi/datasets/clic2020/train/noah-rosenfield-41197.png,clic_train,Balle2018,6,0.2885,41.7933,0.0929,119.3,0.0057,0.138,0.0929,0.0808,
/home/user/tesi/datasets/clic2020/train/noe-araujo-721.png,clic_train,Balle2018,4,0.3779,32.6205,0.1883,46.2,0.0121,0.1491,0.0904,0.0801,
/home/user/tesi/datasets/clic2020/train/noel-lopez-170.png,clic_train,Balle2018,4,0.4103,32.3633,0.1323,27.9,0.0129,0.0997,0.078,0.0743,
/home/user/tesi/datasets/clic2020/train/noel-lopez-171.png,clic_train,Balle2018,4,0.4458,32.6985,0.2173,29.8,0.0187,0.1914,0.0653,0.0563,
/home/user/tesi/datasets/clic2020/train/oleg-chursin-44.png,clic_train,Balle2018,2,0.2286,28.1894,0.2088,10.4,0.0059,0.1475,0.0745,0.0699,
/home/user/tesi/datasets/clic2020/train/olivier-miche-76298.png,clic_train,Balle2018,6,0.1323,43.3542,0.2094,112.4,0.0164,0.2253,0.2094,0.2095,
/home/user/tesi/datasets/clic2020/train/oscar-nilsson-398.png,clic_train,Balle2018,6,0.3594,40.5824,0.0249,115.8,0.0098,0.0304,0.0249,0.0197,
/home/user/tesi/datasets/clic2020/train/oskar-krawczyk-172847.png,clic_train,Balle2018,6,0.3937,39.5126,0.0927,125.3,0.0141,0.1053,0.0927,0.0752,
/home/user/tesi/datasets/clic2020/train/owen-walters-471.png,clic_train,Balle2018,4,0.2468,34.5014,0.2391,39.1,0.0204,0.2226,0.1286,0.1169,
/home/user/tesi/datasets/clic2020/train/ozark-drones-21024.png,clic_train,Balle2018,2,0.1794,27.7094,0.6733,73.5,0.0377,0.2828,0.0619,0.0608,
/home/user/tesi/datasets/clic2020/train/pablo-garcia-saldana-27620.png,clic_train,Balle2018,6,0.2439,40.9213,0.1992,110.6,0.0324,0.1699,0.1992,0.1924,
/home/user/tesi/datasets/clic2020/train/parker-gibbs-783.png,clic_train,Balle2018,4,0.3229,33.7297,0.2904,63.8,0.032,0.2206,0.2904,0.2102,
/home/user/tesi/datasets/clic2020/train/patrick-tomasso-71909.png,clic_train,Balle2018,2,0.267,28.4731,0.1997,69.0,0.0094,0.1084,0.0321,0.0279,
/home/user/tesi/datasets/clic2020/train/patrik-gothe-444.png,clic_train,Balle2018,6,0.3589,40.0224,0.0742,117.1,0.0117,0.0733,0.0742,0.0667,
/home/user/tesi/datasets/clic2020/train/patryk-sobczak-1726.png,clic_train,Balle2018,4,0.2716,35.3137,0.0948,17.9,0.014,0.0751,0.0552,0.0471,
/home/user/tesi/datasets/clic2020/train/paul-earle-39322.png,clic_train,JPEG,90,0.485,48.1331,0.0153,142.7,0.0153,0.0606,0.0939,0.0751,
/home/user/tesi/datasets/clic2020/train/paul-evans-74.png,clic_train,Balle2018,4,0.4897,31.6885,0.2465,26.8,0.0155,0.2077,0.1032,0.1125,
/home/user/tesi/datasets/clic2020/train/paul-gilmore-184255.png,clic_train,Balle2018,2,0.4078,8.9278,0.7801,58.0,0.0082,0.042,0.6834,0.0219,
/home/user/tesi/datasets/clic2020/train/paul-gilmore-97770.png,clic_train,Balle2018,2,0.3579,11.0426,0.8762,57.3,0.0211,0.17,0.3971,0.0693,
/home/user/tesi/datasets/clic2020/train/paul-jarvis-11.png,clic_train,Balle2018,2,0.4275,24.1261,0.3946,29.4,0.0167,0.2421,0.2146,0.2219,
/home/user/tesi/datasets/clic2020/train/paul-jarvis-13.png,clic_train,Balle2018,2,0.3677,25.0205,0.5052,29.3,0.0211,0.1669,0.0534,0.0728,
/home/user/tesi/datasets/clic2020/train/paul-jarvis-15.png,clic_train,Balle2018,4,0.4184,32.7179,0.2086,30.1,0.0212,0.2049,0.1756,0.178,
/home/user/tesi/datasets/clic2020/train/paul-jarvis-16.png,clic_train,Balle2018,4,0.4807,32.997,0.1673,29.6,0.0223,0.1503,0.1175,0.1119,
/home/user/tesi/datasets/clic2020/train/paul-jarvis-19.png,clic_train,Balle2018,2,0.3101,27.6972,0.3031,29.1,0.0221,0.1359,0.0675,0.0596,
/home/user/tesi/datasets/clic2020/train/paul-jarvis-217.png,clic_train,Balle2018,2,0.3118,26.481,0.3983,29.2,0.0218,0.2944,0.144,0.1697,
/home/user/tesi/datasets/clic2020/train/paul-morris-171434.png,clic_train,Balle2018,4,0.1503,34.068,0.4664,72.1,0.0303,0.3896,0.299,0.3476,
/home/user/tesi/datasets/clic2020/train/paul-proshin-468.png,clic_train,Balle2018,2,0.2131,11.3524,0.7752,26.9,0.012,0.2778,0.6169,0.0593,
/home/user/tesi/datasets/clic2020/train/paula-borowska-216.png,clic_train,Balle2018,6,0.3156,39.2908,0.2394,85.0,0.0282,0.2039,0.2394,0.2082,
/home/user/tesi/datasets/clic2020/train/paula-borowska-3938.png,clic_train,Balle2018,4,0.4261,33.4095,0.1457,53.0,0.0232,0.1348,0.1457,0.0584,
/home/user/tesi/datasets/clic2020/train/paula-porto-36696.png,clic_train,Balle2018,4,0.2653,35.1001,0.1745,68.4,0.0239,0.1134,0.1214,0.1085,
/home/user/tesi/datasets/clic2020/train/paulo-simoes-mendes-1249.png,clic_train,Balle2018,2,0.2384,28.6882,0.3537,39.9,0.0161,0.2071,0.1247,0.1163,
