codec,family,seq,profile,preset,param,n_frames,is_neural,is_round_trip,actual_mbps,vmaf_mean,psnr_y,psnr_u,psnr_v,psnr_yuv,ssim_y,ms_ssim_y,time_encode_s,energy_encode_cpu_j,energy_encode_gpu_j,energy_encode_total_j,idle_cpu_w_encode,idle_gpu_w_encode,time_decode_s,energy_decode_cpu_j,energy_decode_gpu_j,energy_decode_total_j,idle_cpu_w_decode,idle_gpu_w_decode,energy_total_cpu_j,energy_total_gpu_j,energy_total_j,energy_total_kj,energy_per_frame_j,bitstream_path,codec_label,reference_preset
dcvc_dc,DCVC-DC,YachtRide,LDP,,q=3,600,1,0,6.495,76.8,35.7,43.289,42.322,37.476,0.92159,0.96394,216.327,4688.639,69918.464,74607.103,22.86,59.86,,,,,,,4688.639,69918.464,74607.103,74.6071,124.345,,DCVC-DC,none
dcvc_fm,DCVC-FM,Beauty,LDP,,q=0,600,1,0,0.11,18.923,31.927,36.587,38.403,33.319,0.84945,0.91075,179.522,3150.448,62931.842,66082.29,25.61,81.28,,,,,,,3150.448,62931.842,66082.29,66.0823,110.137,,DCVC-FM,none
dcvc_fm,DCVC-FM,Beauty,LDP,,q=21,600,1,0,0.341,50.155,35.873,38.614,40.52,36.797,0.87623,0.95189,179.376,3961.596,69185.206,73146.802,21.19,46.44,,,,,,,3961.596,69185.206,73146.802,73.1468,121.911,,DCVC-FM,none
dcvc_fm,DCVC-FM,Beauty,LDP,,q=42,600,1,0,1.267,74.26,38.294,39.156,41.405,38.79,0.89638,0.97064,179.574,3773.131,67112.33,70885.461,22.1,55.88,,,,,,,3773.131,67112.33,70885.461,70.8855,118.142,,DCVC-FM,none
dcvc_fm,DCVC-FM,Beauty,LDP,,q=63,600,1,0,5.001,87.72,39.505,39.396,41.793,39.777,0.9083,0.97818,179.356,3899.638,69114.801,73014.439,21.44,47.88,,,,,,,3899.638,69114.801,73014.439,73.0144,121.691,,DCVC-FM,none
dcvc_fm,DCVC-FM,Bosphorus,LDP,,q=0,600,1,0,0.096,25.132,29.666,39.555,37.184,31.842,0.79914,0.83125,189.925,3833.205,67573.056,71406.261,22.54,58.7,,,,,,,3833.205,67573.056,71406.261,71.4063,119.01,,DCVC-FM,none
dcvc_fm,DCVC-FM,Bosphorus,LDP,,q=21,600,1,0,0.341,53.002,34.239,42.954,41.959,36.294,0.87698,0.92868,179.454,3944.294,68439.678,72383.972,21.14,47.76,,,,,,,3944.294,68439.678,72383.972,72.384,120.64,,DCVC-FM,none
dcvc_fm,DCVC-FM,Bosphorus,LDP,,q=42,600,1,0,1.619,79.357,38.737,45.887,45.235,40.443,0.94152,0.97553,179.532,3731.133,67001.591,70732.724,22.34,55.83,,,,,,,3731.133,67001.591,70732.724,70.7327,117.888,,DCVC-FM,none
dcvc_fm,DCVC-FM,Bosphorus,LDP,,q=63,600,1,0,7.47,92.842,43.063,47.988,47.334,44.212,0.97383,0.9918,179.658,3878.579,68486.788,72365.367,21.55,50.26,,,,,,,3878.579,68486.788,72365.367,72.3654,120.609,,DCVC-FM,none
dcvc_fm,DCVC-FM,HoneyBee,LDP,,q=0,600,1,0,0.092,38.573,33.039,33.812,37.934,33.748,0.88544,0.93673,190.078,3860.722,68014.032,71874.754,22.32,56.91,,,,,,,3860.722,68014.032,71874.754,71.8748,119.791,,DCVC-FM,none
dcvc_fm,DCVC-FM,HoneyBee,LDP,,q=21,600,1,0,0.163,69.479,37.451,38.407,40.664,37.972,0.94005,0.97744,179.924,3746.513,66689.668,70436.181,22.17,55.32,,,,,,,3746.513,66689.668,70436.181,70.4362,117.394,,DCVC-FM,none
dcvc_fm,DCVC-FM,HoneyBee,LDP,,q=42,600,1,0,0.404,87.165,41.054,41.899,42.795,41.377,0.96141,0.98977,179.67,3731.624,68624.718,72356.342,22.34,56.31,,,,,,,3731.624,68624.718,72356.342,72.3563,120.594,,DCVC-FM,none
dcvc_fm,DCVC-FM,HoneyBee,LDP,,q=63,600,1,0,1.641,93.275,42.903,44.088,44.261,43.221,0.96935,0.99352,179.524,3631.313,65641.04,69272.353,22.87,64.17,,,,,,,3631.313,65641.04,69272.353,69.2724,115.454,,DCVC-FM,none
dcvc_fm,DCVC-FM,Jockey,LDP,,q=0,600,1,0,0.321,30.421,29.806,33.555,34.061,30.806,0.87384,0.86957,185.576,3817.505,67922.226,71739.731,22.15,55.93,,,,,,,3817.505,67922.226,71739.731,71.7397,119.566,,DCVC-FM,none
dcvc_fm,DCVC-FM,Jockey,LDP,,q=21,600,1,0,0.974,55.885,34.897,39.406,39.31,36.013,0.91169,0.93046,180.033,3806.456,68935.173,72741.629,21.97,48.18,,,,,,,3806.456,68935.173,72741.629,72.7416,121.236,,DCVC-FM,none
dcvc_fm,DCVC-FM,Jockey,LDP,,q=42,600,1,0,3.108,81.602,39.332,42.705,42.577,40.159,0.9414,0.9712,180.038,3795.308,68747.615,72542.923,22.0,50.2,,,,,,,3795.308,68747.615,72542.923,72.5429,120.905,,DCVC-FM,none
dcvc_fm,DCVC-FM,Jockey,LDP,,q=63,600,1,0,9.634,96.265,42.551,44.798,44.476,43.073,0.9607,0.98828,179.579,3921.728,68934.434,72856.162,21.23,48.52,,,,,,,3921.728,68934.434,72856.162,72.8562,121.427,,DCVC-FM,none
dcvc_fm,DCVC-FM,ReadySteadyGo,LDP,,q=0,600,1,0,0.376,35.271,26.233,34.349,34.97,28.339,0.76183,0.836,185.647,3903.496,68527.401,72430.897,21.91,52.58,,,,,,,3903.496,68527.401,72430.897,72.4309,120.718,,DCVC-FM,none
dcvc_fm,DCVC-FM,ReadySteadyGo,LDP,,q=21,600,1,0,1.324,70.278,31.593,39.191,39.232,33.498,0.87668,0.94238,180.01,3541.274,66756.18,70297.454,23.34,61.0,,,,,,,3541.274,66756.18,70297.454,70.2975,117.162,,DCVC-FM,none
dcvc_fm,DCVC-FM,ReadySteadyGo,LDP,,q=42,600,1,0,4.464,96.545,37.214,43.15,42.556,38.624,0.9516,0.98422,180.014,3805.711,68948.119,72753.83,21.92,48.56,,,,,,,3805.711,68948.119,72753.83,72.7538,121.256,,DCVC-FM,none
dcvc_fm,DCVC-FM,ReadySteadyGo,LDP,,q=63,600,1,0,13.456,99.938,42.285,45.787,44.917,43.052,0.98029,0.99521,179.527,3848.139,68622.908,72471.047,21.77,48.21,,,,,,,3848.139,68622.908,72471.047,72.471,120.785,,DCVC-FM,none
dcvc_fm,DCVC-FM,ShakeNDry,LDP,,q=0,300,1,0,0.135,19.1,28.679,37.02,38.198,30.912,0.7302,0.81966,92.674,1874.411,33788.505,35662.916,22.63,57.22,,,,,,,1874.411,33788.505,35662.916,35.6629,118.876,,DCVC-FM,none
dcvc_fm,DCVC-FM,ShakeNDry,LDP,,q=21,300,1,0,0.435,49.123,32.932,39.766,40.871,34.778,0.85467,0.92285,89.68,1595.238,31081.963,32677.201,25.29,83.41,,,,,,,1595.238,31081.963,32677.201,32.6772,108.924,,DCVC-FM,none
dcvc_fm,DCVC-FM,ShakeNDry,LDP,,q=42,300,1,0,2.446,72.977,36.434,41.849,42.36,37.852,0.91653,0.96439,89.896,1625.39,31013.935,32639.325,25.03,83.27,,,,,,,1625.39,31013.935,32639.325,32.6393,108.798,,DCVC-FM,none
dcvc_fm,DCVC-FM,ShakeNDry,LDP,,q=63,300,1,0,14.694,89.976,40.657,43.675,43.803,41.428,0.96252,0.98932,89.62,1611.531,31351.434,32962.965,25.01,83.07,,,,,,,1611.531,31351.434,32962.965,32.963,109.877,,DCVC-FM,none
dcvc_fm,DCVC-FM,YachtRide,LDP,,q=0,600,1,0,0.178,23.385,26.838,38.197,35.923,29.394,0.73325,0.7785,185.362,3228.703,62768.19,65996.893,25.42,83.32,,,,,,,3228.703,62768.19,65996.893,65.9969,109.995,,DCVC-FM,none
dcvc_fm,DCVC-FM,YachtRide,LDP,,q=21,600,1,0,1.014,45.111,30.5,41.709,40.233,33.118,0.81822,0.88834,179.425,3833.353,68765.501,72598.854,21.62,50.22,,,,,,,3833.353,68765.501,72598.854,72.5989,120.998,,DCVC-FM,none
dcvc_fm,DCVC-FM,YachtRide,LDP,,q=42,600,1,0,5.884,76.536,35.481,44.825,43.606,37.665,0.91914,0.96338,179.412,3659.164,66815.457,70474.621,22.62,60.06,,,,,,,3659.164,66815.457,70474.621,70.4746,117.458,,DCVC-FM,none
dcvc_fm,DCVC-FM,YachtRide,LDP,,q=63,600,1,0,22.914,95.439,41.105,47.057,45.839,42.441,0.97132,0.99038,179.975,3604.602,68377.48,71982.082,23.05,54.58,,,,,,,3604.602,68377.48,71982.082,71.9821,119.97,,DCVC-FM,none
dcvc_rt,DCVC-RT (forward),Beauty,LDP,,q=0,600,1,0,0.147,31.378,33.701,38.719,39.823,35.093,0.86039,0.93047,32.382,638.335,7597.993,8236.328,25.17,79.22,,,,,,,638.335,7597.993,8236.328,8.2363,13.727,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Beauty,LDP,,q=21,600,1,0,0.455,57.306,36.697,39.141,41.247,37.571,0.88266,0.95917,32.201,727.31,8558.977,9286.287,22.28,51.65,,,,,,,727.31,8558.977,9286.287,9.2863,15.477,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Beauty,LDP,,q=42,600,1,0,1.556,76.775,38.599,39.322,41.665,39.072,0.89964,0.973,32.283,733.795,8668.502,9402.297,22.04,50.57,,,,,,,733.795,8668.502,9402.297,9.4023,15.67,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Beauty,LDP,,q=63,600,1,0,5.818,87.924,39.585,39.446,41.882,39.855,0.90935,0.97877,32.206,738.789,8814.018,9552.807,21.84,47.7,,,,,,,738.789,8814.018,9552.807,9.5528,15.921,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Bosphorus,LDP,,q=0,600,1,0,0.156,37.418,31.614,41.752,40.776,34.026,0.82632,0.87626,32.546,725.5,8412.803,9138.303,23.27,60.66,,,,,,,725.5,8412.803,9138.303,9.1383,15.231,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Bosphorus,LDP,,q=21,600,1,0,0.717,66.357,36.388,45.042,44.535,38.488,0.91363,0.95855,32.333,723.348,8719.538,9442.886,22.44,53.57,,,,,,,723.348,8719.538,9442.886,9.4429,15.738,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Bosphorus,LDP,,q=42,600,1,0,2.88,84.866,40.291,47.213,46.582,41.942,0.95784,0.98455,32.227,753.737,8929.731,9683.468,22.0,48.01,,,,,,,753.737,8929.731,9683.468,9.6835,16.139,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Bosphorus,LDP,,q=63,600,1,0,10.089,93.689,43.709,48.765,47.917,44.867,0.9772,0.99328,32.291,685.613,8475.678,9161.291,23.7,62.81,,,,,,,685.613,8475.678,9161.291,9.1613,15.269,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),HoneyBee,LDP,,q=0,600,1,0,0.124,54.32,34.794,36.026,39.468,35.532,0.91026,0.95815,32.514,749.086,8661.572,9410.658,22.52,57.92,,,,,,,749.086,8661.572,9410.658,9.4107,15.684,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),HoneyBee,LDP,,q=21,600,1,0,0.313,82.39,39.865,40.608,42.153,40.244,0.9549,0.9866,32.335,705.62,8750.956,9456.576,22.95,55.28,,,,,,,705.62,8750.956,9456.576,9.4566,15.761,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),HoneyBee,LDP,,q=42,600,1,0,0.893,91.394,42.268,43.385,43.76,42.594,0.96685,0.99251,32.316,721.318,8896.476,9617.794,22.53,52.74,,,,,,,721.318,8896.476,9617.794,9.6178,16.03,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),HoneyBee,LDP,,q=63,600,1,0,2.959,93.676,43.159,44.585,44.526,43.508,0.97037,0.99398,32.288,694.488,8619.993,9314.481,23.42,61.14,,,,,,,694.488,8619.993,9314.481,9.3145,15.524,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Jockey,LDP,,q=0,600,1,0,0.349,38.658,31.565,37.736,37.192,33.04,0.88668,0.89475,32.604,737.019,8681.689,9418.708,22.96,58.41,,,,,,,737.019,8681.689,9418.708,9.4187,15.698,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Jockey,LDP,,q=21,600,1,0,1.044,61.129,36.007,41.02,40.631,37.212,0.92066,0.94517,32.291,737.786,8892.359,9630.145,22.02,52.41,,,,,,,737.786,8892.359,9630.145,9.6301,16.05,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Jockey,LDP,,q=42,600,1,0,3.328,85.525,40.014,43.31,42.983,40.797,0.94699,0.9775,32.249,750.543,9014.948,9765.491,21.67,48.75,,,,,,,750.543,9014.948,9765.491,9.7655,16.276,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),Jockey,LDP,,q=63,600,1,0,10.569,96.463,42.755,44.965,44.492,43.248,0.96239,0.98937,32.27,701.15,8591.131,9292.281,23.32,61.32,,,,,,,701.15,8591.131,9292.281,9.2923,15.487,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ReadySteadyGo,LDP,,q=0,600,1,0,0.555,43.984,27.63,36.912,37.046,29.968,0.79452,0.87651,32.545,736.162,8685.318,9421.48,23.14,58.93,,,,,,,736.162,8685.318,9421.48,9.4215,15.702,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ReadySteadyGo,LDP,,q=21,600,1,0,2.012,76.059,32.796,40.46,40.178,34.677,0.89995,0.95781,32.182,756.69,8883.62,9640.31,22.11,52.12,,,,,,,756.69,8883.62,9640.31,9.6403,16.067,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ReadySteadyGo,LDP,,q=42,600,1,0,6.572,96.951,37.684,43.372,42.597,39.009,0.95731,0.98665,32.259,728.678,8990.101,9718.779,22.6,49.24,,,,,,,728.678,8990.101,9718.779,9.7188,16.198,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ReadySteadyGo,LDP,,q=63,600,1,0,20.345,99.934,41.988,45.6,44.552,42.76,0.97991,0.99513,32.319,685.925,8639.225,9325.15,23.81,60.6,,,,,,,685.925,8639.225,9325.15,9.3251,15.542,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ShakeNDry,LDP,,q=0,300,1,0,0.254,34.755,30.978,38.726,39.944,33.067,0.80545,0.88827,16.379,284.746,4338.815,4623.561,28.54,58.56,,,,,,,284.746,4338.815,4623.561,4.6236,15.412,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ShakeNDry,LDP,,q=21,300,1,0,0.818,59.684,34.386,41.122,41.766,36.15,0.88607,0.9414,16.146,327.569,3944.197,4271.766,25.02,81.86,,,,,,,327.569,3944.197,4271.766,4.2718,14.239,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ShakeNDry,LDP,,q=42,300,1,0,3.782,77.192,37.333,42.856,43.084,38.742,0.92976,0.9718,16.165,321.444,3974.551,4295.995,25.11,81.92,,,,,,,321.444,3974.551,4295.995,4.296,14.32,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),ShakeNDry,LDP,,q=63,300,1,0,18.02,90.389,41.042,44.068,44.027,41.793,0.96555,0.99046,16.169,324.134,3992.595,4316.729,25.14,82.03,,,,,,,324.134,3992.595,4316.729,4.3167,14.389,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),YachtRide,LDP,,q=0,600,1,0,0.269,29.096,27.98,40.403,38.762,30.88,0.75443,0.81783,32.483,683.738,7884.115,8567.853,25.02,81.81,,,,,,,683.738,7884.115,8567.853,8.5679,14.28,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),YachtRide,LDP,,q=21,600,1,0,1.676,53.972,31.803,43.175,41.821,34.477,0.85431,0.9207,32.309,692.554,8497.193,9189.747,23.63,63.97,,,,,,,692.554,8497.193,9189.747,9.1897,15.316,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),YachtRide,LDP,,q=42,600,1,0,7.777,80.564,36.388,45.518,44.269,38.514,0.93578,0.97321,32.216,711.736,8651.327,9363.063,23.36,59.76,,,,,,,711.736,8651.327,9363.063,9.3631,15.605,,DCVC-RT,none
dcvc_rt,DCVC-RT (forward),YachtRide,LDP,,q=63,600,1,0,26.528,95.575,41.36,47.394,46.14,42.712,0.97394,0.99158,32.209,725.445,8761.82,9487.265,22.84,56.14,,,,,,,725.445,8761.82,9487.265,9.4873,15.812,,DCVC-RT,none
dcvc_rt_cuda,DCVC-RT (CUDA),Beauty,LDP,,q=0,600,1,1,0.15,31.227,33.693,38.72,39.799,35.084,0.86031,0.93044,19.434,395.741,2686.448,3082.189,26.12,81.29,6.847,122.863,3131.073,3253.936,25.2,80.9,518.604,5817.521,6336.125,6.3361,10.56,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Beauty,LDP,,q=21,600,1,1,0.459,57.315,36.696,39.14,41.243,37.57,0.88268,0.95917,19.038,434.962,3157.749,3592.711,23.2,58.74,6.86,122.982,3165.081,3288.063,25.18,81.19,557.944,6322.83,6880.774,6.8808,11.468,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Beauty,LDP,,q=42,600,1,1,1.56,76.779,38.598,39.322,41.666,39.072,0.89961,0.97299,19.148,444.5,3253.437,3697.937,22.9,54.26,6.866,121.151,3176.571,3297.722,25.23,81.27,565.651,6430.008,6995.659,6.9957,11.659,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Beauty,LDP,,q=63,600,1,1,5.825,87.93,39.585,39.447,41.882,39.855,0.90935,0.97877,19.237,462.352,3382.628,3844.98,22.08,48.56,6.918,125.883,3168.57,3294.453,24.97,81.55,588.235,6551.198,7139.433,7.1394,11.899,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Bosphorus,LDP,,q=0,600,1,1,0.159,37.42,31.609,41.761,40.754,34.021,0.82634,0.87666,19.21,439.289,3238.32,3677.609,23.26,54.94,6.864,124.107,3175.681,3299.788,25.06,81.6,563.396,6414.001,6977.397,6.9774,11.629,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Bosphorus,LDP,,q=21,600,1,1,0.721,66.29,36.389,45.056,44.527,38.49,0.91368,0.95856,19.188,441.276,3100.678,3541.954,23.09,62.46,6.872,124.973,3188.526,3313.499,24.94,81.51,566.249,6289.204,6855.453,6.8555,11.426,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Bosphorus,LDP,,q=42,600,1,1,2.882,84.892,40.29,47.223,46.584,41.943,0.95784,0.98455,19.149,454.07,3293.963,3748.033,22.42,53.73,6.879,125.711,3202.229,3327.94,25.08,81.71,579.781,6496.192,7075.973,7.076,11.793,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Bosphorus,LDP,,q=63,600,1,1,10.097,93.69,43.709,48.765,47.917,44.867,0.9772,0.99328,19.18,464.691,3424.221,3888.912,21.97,47.77,6.934,126.437,3197.963,3324.4,25.03,81.76,591.128,6622.184,7213.312,7.2133,12.022,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),HoneyBee,LDP,,q=0,600,1,1,0.126,54.093,34.77,36.006,39.484,35.514,0.91,0.95792,19.161,446.454,3257.844,3704.298,22.98,56.18,6.871,124.08,3218.767,3342.847,25.19,81.52,570.534,6476.611,7047.145,7.0471,11.745,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),HoneyBee,LDP,,q=21,600,1,1,0.315,82.283,39.865,40.608,42.154,40.244,0.95489,0.98661,19.201,434.564,3100.184,3534.748,23.98,65.27,6.876,123.569,3242.673,3366.242,25.19,81.92,558.133,6342.857,6900.99,6.901,11.502,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),HoneyBee,LDP,,q=42,600,1,1,0.898,91.4,42.271,43.387,43.758,42.596,0.96686,0.99251,19.16,443.837,3244.082,3687.919,23.25,58.19,6.875,124.791,3199.763,3324.554,25.08,81.78,568.628,6443.845,7012.473,7.0125,11.687,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),HoneyBee,LDP,,q=63,600,1,1,2.966,93.682,43.159,44.584,44.528,43.508,0.97037,0.99398,19.116,443.402,3147.34,3590.742,23.53,63.78,6.897,125.208,3247.503,3372.711,25.12,81.56,568.61,6394.843,6963.453,6.9635,11.606,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Jockey,LDP,,q=0,600,1,1,0.352,38.732,31.56,37.751,37.195,33.038,0.88665,0.89451,19.148,447.035,3256.7,3703.735,22.8,56.42,6.871,122.512,3181.214,3303.726,25.35,81.36,569.547,6437.914,7007.461,7.0075,11.679,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Jockey,LDP,,q=21,600,1,1,1.049,61.137,36.007,41.012,40.634,37.211,0.92065,0.94511,19.088,468.625,3381.926,3850.551,22.06,49.38,6.871,124.321,3220.326,3344.647,25.13,81.82,592.946,6602.252,7195.198,7.1952,11.992,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Jockey,LDP,,q=42,600,1,1,3.33,85.512,40.014,43.309,42.984,40.797,0.94698,0.97749,19.189,450.685,3227.717,3678.402,22.85,57.86,6.877,124.999,3211.117,3336.116,25.16,81.78,575.684,6438.834,7014.518,7.0145,11.691,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),Jockey,LDP,,q=63,600,1,1,10.574,96.462,42.755,44.966,44.491,43.248,0.96239,0.98937,19.15,433.421,3119.591,3553.012,23.98,63.77,7.064,125.837,3223.861,3349.698,25.13,81.96,559.258,6343.452,6902.71,6.9027,11.505,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ReadySteadyGo,LDP,,q=0,600,1,1,0.56,44.015,27.633,36.91,37.02,29.966,0.79455,0.87649,19.182,445.195,3290.481,3735.676,22.92,54.64,6.882,124.276,3208.096,3332.372,25.14,81.86,569.471,6498.577,7068.048,7.068,11.78,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ReadySteadyGo,LDP,,q=21,600,1,1,2.017,76.053,32.793,40.46,40.171,34.674,0.89983,0.95773,19.173,450.175,3207.975,3658.15,22.79,59.79,6.866,126.581,3221.54,3348.121,24.96,81.71,576.756,6429.515,7006.271,7.0063,11.677,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ReadySteadyGo,LDP,,q=42,600,1,1,6.575,96.954,37.682,43.375,42.601,39.009,0.95728,0.98664,19.241,463.093,3353.473,3816.566,22.2,52.59,6.943,125.366,3208.715,3334.081,25.12,81.79,588.459,6562.188,7150.647,7.1506,11.918,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ReadySteadyGo,LDP,,q=63,600,1,1,20.352,99.935,41.988,45.598,44.552,42.76,0.97991,0.99513,19.186,454.35,3187.639,3641.989,23.11,59.88,7.186,129.437,3220.364,3349.801,25.21,81.76,583.787,6408.003,6991.79,6.9918,11.653,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ShakeNDry,LDP,,q=0,300,1,1,0.258,34.626,30.983,38.733,39.949,33.072,0.80542,0.88813,9.698,231.486,1711.262,1942.748,22.04,48.27,3.452,61.42,1604.169,1665.589,25.16,81.63,292.906,3315.431,3608.337,3.6083,12.028,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ShakeNDry,LDP,,q=21,300,1,1,0.82,59.68,34.378,41.122,41.76,36.144,0.88588,0.94127,9.568,205.53,1391.131,1596.661,25.14,81.7,3.462,61.836,1582.876,1644.712,24.96,81.51,267.366,2974.007,3241.373,3.2414,10.805,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ShakeNDry,LDP,,q=42,300,1,1,3.786,77.21,37.335,42.858,43.088,38.745,0.92976,0.9718,9.606,202.731,1389.623,1592.354,25.31,81.82,3.462,62.781,1606.721,1669.502,24.96,81.95,265.512,2996.344,3261.856,3.2619,10.873,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),ShakeNDry,LDP,,q=63,300,1,1,18.026,90.375,41.042,44.067,44.028,41.793,0.96555,0.99046,9.696,200.595,1404.378,1604.973,25.32,81.6,3.564,62.634,1578.014,1640.648,25.36,81.85,263.229,2982.392,3245.621,3.2456,10.819,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),YachtRide,LDP,,q=0,600,1,1,0.273,29.168,27.974,40.409,38.757,30.876,0.75442,0.81769,19.198,405.679,2756.524,3162.203,25.18,81.7,6.868,124.457,3172.974,3297.431,25.14,81.65,530.136,5929.498,6459.634,6.4596,10.766,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),YachtRide,LDP,,q=21,600,1,1,1.681,53.969,31.804,43.182,41.829,34.479,0.85425,0.9206,19.093,444.826,3223.938,3668.764,23.26,58.51,6.876,119.416,3186.4,3305.816,25.9,81.72,564.242,6410.338,6974.58,6.9746,11.624,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),YachtRide,LDP,,q=42,600,1,1,7.776,80.541,36.387,45.517,44.265,38.513,0.93576,0.9732,19.238,459.06,3329.097,3788.157,22.35,53.88,6.934,124.411,3213.432,3337.843,25.2,81.89,583.471,6542.529,7126.0,7.126,11.877,,DCVC-RT-CUDA,none
dcvc_rt_cuda,DCVC-RT (CUDA),YachtRide,LDP,,q=63,600,1,1,26.537,95.577,41.361,47.393,46.14,42.712,0.97394,0.99159,19.254,446.495,3187.317,3633.812,23.26,59.52,7.223,133.056,3240.021,3373.077,25.03,81.62,579.551,6427.338,7006.889,7.0069,11.678,,DCVC-RT-CUDA,none
